"PUBLICATION_NUMBER","PUBLICATION_DATE","IPO_LOCATION","APPLICATION_TYPE_DESC","APPLICATION_NUMBER","DATE_OF_FILING","TITLE_OF_INVENTION","FIELD_OF_INVENTION","NO_OF_PAGES","NO_OF_CLAIMS","DATE_UPDATED_d_m_y"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6986/DELNP/2010","01/10/2010","""NON-LATHERING PERSONAL CARE COMPOSITION IN THE FORM OF AN ARTICLE""","CHEMISTRY","63","10","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7180/DELNP/2007","18/09/2007","""SPIRAL MIXER NOZZLE AND METHOD FOR MIXING TWO OR MORE FLUIDS AND PROCESS FOR MANUFACTURING ISOCYANATES""","MECHANICAL","28","38","19/04/2023"
"01/2016","01/01/2016","Mumbai","ORDINARY APPLICATION","72/MUM/2005","24/01/2005","FIXTURE TO HOLD CYLINDRICALLY MEANS","MECHANICAL","11","13","19/04/2023"
"01/2016","01/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","739/MUMNP/2009","17/04/2009","A SOLAR MEMBER","PHYSICS","21","17","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7456/DELNP/2009","17/11/2009","""SURFACTANT COMPOSITION""","CHEMISTRY","30","4","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7472/DELNP/2010","22/10/2010","""PLATED STEEL SHEET AND METHOD OF HOT-PRESSING PLATED STEEL SHEET""","CHEMISTRY","46","8","19/04/2023"
"01/2016","01/01/2016","Delhi","ORDINARY APPLICATION","75/DEL/2007","11/01/2007","""A PROCESS FOR PREPARATION OF ETHANOL BY HYDROLYSIS OF CELLULOSES OF LIGNO-CELLULOSIC BIO-MASS""","BIOCHEMISTRY","19","11","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7515/DELNP/2007","28/09/2007","VERTICAL DISPOSED POLYMERIZATION REACTOR","MECHANICAL","40","29","19/04/2023"
"01/2016","01/01/2016","Delhi","DIVISIONAL PCT NATIONAL PHASE APPLICATION","7531/DELNP/2008","04/09/2008","A PROCESS FOR TREATING INDUSTRIAL WASTE WATER","CHEMISTRY","75","42","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7797/DELNP/2007","10/10/2007","""COATING COMPOSITIONS PROVIDING IMPROVED MAR AND SCRATCH RESISTANCE AND METHODS OF USING THE SAME""","CHEMISTRY","30","21","19/04/2023"
"01/2016","01/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","795/KOLNP/2007","06/03/2007","DRAPEABLE SANITARY ABSORBENT  ARTICLE","TEXTILE","49","16","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7964/DELNP/2009","07/12/2009","""PROCESS FOR THE PREPARATION OF SUBSTITUTED HETEROAROMATICS""","CHEMISTRY","18","10","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8064/DELNP/2007","18/10/2007","""ANTIBODY NEUTRALIZERS OF HUMAN GRANULOCYTE MACROPHAGE COLONY STIMULATING FACTOR""","BIOTECHNOLOGY","134","24","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","809/DELNP/2009","03/02/2009","""ELEVATOR LOAD BEARING TERMINATION ASSEMBLY""","CIVIL","14","28","19/04/2023"
"01/2016","01/01/2016","Kolkata","CONVENTION APPLICATION","827/KOL/2008","07/05/2008","INPUT BRAKE ASSEMBLY OF A POWERTRAIN","MECHANICAL","22","10","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8363/DELNP/2007","30/10/2007","FABRIC CREPE/DRAW PROCESS FOR PRODUCING ABSORBENT SHEET","TEXTILE","117","20","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8439/DELNP/2010","29/11/2010","""PICKLING METHOD AND PICKLING SYSTEM OF STEEL SHEET""","CHEMISTRY","25","13","19/04/2023"
"01/2016","01/01/2016","Kolkata","ORDINARY APPLICATION","844/KOL/2010","02/08/2010","A NOVEL , HIGH THROUGHPUT PLASMA ETCHING PROCESS FOR TEXTURING OF SILICON WAFERS","CHEMISTRY","28","11","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8660/DELNP/2008","15/10/2008","GAS TURBINE ENGINE STARTING METHOD AND CONTROL DEVICE","MECHANICAL","17","8","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8663/DELNP/2010","06/12/2010","""SINGLE-STAGE THERMAL PROCESS FOR MANUFACTURING TRANSPARENT SINTERED SPINEL""","CHEMISTRY","16","18","19/04/2023"
"01/2016","01/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","876/MUMNP/2008","01/05/2008","METHOD FOR MANAGING INTERFERENCE USING RESOURCE UTILIZATION MASKS","ELECTRONICS","73","110","19/04/2023"
"01/2016","01/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","882/KOLNP/2009","06/03/2009","AUDIO ENCODING SYSTEM","ELECTRONICS","28","20","19/04/2023"
"01/2016","01/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","888/MUMNP/2009","05/05/2009","MEMORY EFFICIENT ADAPTIVE BLOCK CODING","ELECTRONICS","109","82","19/04/2023"
"01/2016","01/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","916/MUMNP/2010","04/05/2010","“A METHOD FOR THE PRODUCTION OF PELLETS OF POLYAMINED 6 OR COPOLYAMIDES”","CHEMISTRY","20","14","19/04/2023"
"01/2016","01/01/2016","Kolkata","ORDINARY APPLICATION","998/KOL/2009","27/07/2009","A PROCESS FOR THE PREPARATION OF CARBODIIMIDES","CHEMISTRY","16","12","19/04/2023"
"01/2016","01/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","999/DELNP/2009","11/02/2009","""DEVICE FOR THE WELD JOINING OF SHEET METAL STRIPS""","MECHANICAL","33","14","19/04/2023"
"02/2016","08/01/2016","Kolkata","CONVENTION APPLICATION","1011/KOL/2008","10/06/2008","APPARATUS FOR THE MANUFACTURE OF A SPUNBOND WEB","CHEMISTRY","16","10","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1057/MUMNP/2010","19/05/2010","LAUNDRY PRODUCT","CHEMISTRY","34","19","19/04/2023"
"02/2016","08/01/2016","Delhi","CONVENTION APPLICATION","1074/DEL/2004","09/06/2004","""LINE ARRAY ELECTROACOUSTICAL TRANSDUCING""","ELECTRICAL","33","54","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1074/KOLNP/2007","27/03/2007","CAMPAIGN FOR DOWNLOADING DATA INTO PORTABLE COMMUNICATING OBJECTS","ELECTRONICS","33","10","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1088/KOLNP/2008","13/03/2008","DEVICE FOR DRYING COMPRESSED GAS","MECHANICAL","44","11","19/04/2023"
"02/2016","08/01/2016","Kolkata","CONVENTION APPLICATION","1107/KOL/2008","25/06/2008","ELECTRIC MOTOR SYSTEMS","ELECTRICAL","25","18","19/04/2023"
"02/2016","08/01/2016","Delhi","ORDINARY APPLICATION","1122/DEL/2009","02/06/2009","A NEW ADSORBENT FOR REGENERATION OF USED EDIBLE FRYING OIL, METHOD OF PREPARING THE SAME AND METHOD OF REGENERATION BY THE NEW ADSORBENT","CHEMISTRY","15","14","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1167/KOLNP/2007","04/04/2007","MOLDED PLASTIC BODY AND METHOD FOR PRODUCING THE SAME","POLYMER","27","20","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1298/MUMNP/2007","27/08/2007","CONTROL UNIT AND METHOD FOR CONTROLLING THE LOAD IN A MOBILE TELECOMMUNICATIONS NETWORK","ELECTRONICS","19","27","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1303/DELNP/2009","24/02/2009","""PROCESS FOR PRODUCING LIGHT OLEFIN FROM AN OXYGENATE-CONTAINING FEEDSTOCK AND SYSYEM THEREOF""","CHEMISTRY","24","12","19/04/2023"
"02/2016","08/01/2016","Delhi","ORDINARY APPLICATION","1339/DEL/2010","09/06/2010","""A PROCESS FOR PREPARATION OF NANOSIZE BISPHOSPHONATE PARTICLES""","CHEMISTRY","23","11","19/04/2023"
"02/2016","08/01/2016","Kolkata","CONVENTION APPLICATION","1348/KOL/2006","12/12/2006","TRANSMISSION WITH TORQUE SENSORS AND METHOD OF CONTROLLING A TRANSMISSION","PHYSICS","19","15","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1379/DELNP/2008","18/02/2008","""METHOD FOR CLEANING A REACTOR""","MECHANICAL","7","11","19/04/2023"
"02/2016","08/01/2016","Delhi","CONVENTION APPLICATION","1459/DEL/2004","06/08/2004","""LIQUID CONTAINER REMOVABLY MOUNTED ONTO A CONTAINER MOUNTING PART OF LIQUID CONSUMING APPARATUS""","MECHANICAL","77","77","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1491/MUMNP/2011","15/07/2011","HIGHLY SINTERABLE LANTHANUM STRONTIUM TITANATE INTERCONNECTS THROUGH DOPING","CHEMISTRY","44","25","19/04/2023"
"02/2016","08/01/2016","Kolkata","CONVENTION APPLICATION","1535/KOL/2008","05/09/2008","ELECTRICALLY VARIABLE TRANSMISSION WITH AN AXIALLY-MOVEABLE SELECTABLE ONE-WAY CLUTCH ASSEMBLY","MECHANICAL","24","15","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1557/DELNP/2008","22/02/2008","""COATING COMPOSITIONS EXHIBITING CORROSION RESISTANCE PROPERTIES, RELATED COATED SUBSTRATES, AND METHODS""","CHEMISTRY","133","46","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1656/KOLNP/2009","04/05/2009","WIRELESS COMMUNICATION SYSTEM","ELECTRONICS","58","15","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1808/MUMNP/2009","30/09/2009","BENZAMIDE COMPOUNDS AND APPLICATIONS THEREOF","CHEMISTRY","26","10","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1929/MUMNP/2009","15/10/2009","INTERACTIVE CONTROL OF ACCESS TO SERVICES AND  CAPABILITIES OF A MOBILE DEVICE","COMPUTER","39","55","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1937/KOLNP/2008","14/05/2008","COMBINATION WEIGHER AND WEIGHING SYSTEM USING THE SAME","MECHANICAL","101","13","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1943/KOLNP/2007","30/05/2007","METHOD OF MANUFACTURING TOOTHBRUSH WITH NEEDLE-SHAPED BRISTLES AND TOOTHBRUSH MANUFACTURE BY THE SAME","MECHANICAL","19","8","19/04/2023"
"02/2016","08/01/2016","Kolkata","CONVENTION APPLICATION","1949/KOL/2008","04/11/2008","METHOD AND APPARATUS TO PRIORITIZE TRANSMISSION OUTPUT TORQUE AND INPUT ACCELERATION FOR A HYBRID POWER TRAIN SYSTEM","MECHANICAL","79","20","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1956/MUMNP/2009","21/10/2009","A SYSTEM AND METHOD FOR USING A LOCAL CONDITION CODE REGISTER FOR ACCELERATING CONDITIONAL INSTRUCTION EXECUTION IN A PIPELINE PROCESSOR","COMPUTER","29","20","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2006/DELNP/2011","17/03/2011","ANTIFOULING COATING COMPOSITION, ANTIFOULING COATING FILM FORMED FROM THE COMPOSITION, COATED OBJECT HAVING THE COATING FILM ON SURFACE ,AND METHOD OF ANTIFOULING BY FORMING THE COATING FILM","CHEMISTRY","45","8","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2009/DELNP/2011","17/03/2011","ANTIFOULING COATING COMPOSITION, ANTIFOULING COATING FILM FORMED USING THE COMPOSITION, COATED ARTICLE HAVING THE COATING FILM ON THE SURFACE, AND ANTIFOULING TREATMENT METHOD TO FORM THE COATING FILM","CHEMISTRY","48","7","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2014/DELNP/2006","12/04/2006","""TOBACCO SMOKE FILTER""","MECHANICAL","25","26","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","2027/MUMNP/2011","27/09/2011","CARRIER INSERT FOR ACCOMMODATING AND MAINTAINING THE BIOFILM CULTURE OF FLUID CLEANING STRUCTURES","CHEMISTRY","15","11","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","2126/MUMNP/2007","17/12/2007","COMPOSITION FOR A HEAT-RESISTANT ANTICORROSION COATING","POLYMER","10","2","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","2178/MUMNP/2009","23/11/2009","“ADAPTIVE COEFFICIENT SCANNING IN VIDEO CODING”","ELECTRONICS","48","58","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","2214/KOLNP/2009","12/06/2009","""A NOISE SUPPRESSION CIRCUIT AND A METHOD FOR SUPPRESSING NOISE IN AN AUDIO SIGNAL""","ELECTRONICS","19","14","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","2245/MUMNP/2008","21/10/2008","A METHOD OF PRE-DECODING AN INSTRUCTION IN A PROCESSOR AND A PROCESSOR THEREOF","COMPUTER","19","17","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","2291/KOLNP/2008","09/06/2008","ARRANGEMENT AND METHOD RELATING TO MESSAGEING","ELECTRONICS","47","15","19/04/2023"
"02/2016","08/01/2016","Kolkata","ORDINARY APPLICATION","236/KOL/2006","21/03/2006","A SYSTEM FOR REQUIRED CONTROLLED FLOW FEEDING OF GREASE IN WORK ROLL BEARINGS","MECHANICAL","15","14","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","2513/MUMNP/2008","24/11/2008","UNDERGROUND SHELTER","CIVIL","46","11","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","256/KOLNP/2008","17/01/2008","METHOD FOR DETERMINING AT LEAST ONE STATE VARIABLE OF AN ELECTRIC ARC FURNACE, AND ELECTRIC ARC FURNACE","ELECTRICAL","26","30","19/04/2023"
"02/2016","08/01/2016","Delhi","ORDINARY APPLICATION","2613/DEL/2013","04/09/2013","A PROCESS FOR PREPARING A COMPOSITION IN A NON-LIQUID PARTICLE FORM","BIOCHEMISTRY","27","9","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","2636/KOLNP/2009","20/07/2009","METHOD AND APPARATUS FOR TRANSMITTING AND RECEIVING PACKET DATA UNIT IN MOBILE COMMUNICATION SYSTEM","ELECTRONICS","29","14","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","2654/KOLNP/2008","01/07/2008","""AN APPARATUS AND METHOD FOR TRANSMITTING  INDEPENDENT DATA STREAMS FROM A PLURALITY OF RADIO ANTENNAS""","COMPUTER","33","11","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2681/DELNP/2008","31/03/2008","""DIFFERENTIAL FOR VEHICLES""","MECHANICAL","16","5","19/04/2023"
"02/2016","08/01/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","27/MUMNP/2008","07/01/2008","METHOD AND SYSTEM OF BUILDING ACTUAL TRAVEL FARES","COMPUTER","25","15","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","2741/KOLNP/2006","20/09/2006","A LEVER WITH CAM FOLLOWERS OF A CAM WEAVE MECHANISM, A METHOD OF MANUFACTURING THE LEVER AND A CAM WEAVE MECHANISM COMPRISING SUCH A LEVER","TEXTILE","17","10","19/04/2023"
"02/2016","08/01/2016","Delhi","CONVENTION APPLICATION","286/DEL/2004","26/02/2004","""A VEHICLE INCLUDING A TAG MOUNTED THEREIN""","MECHANICAL","38","3","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2870/DELNP/2009","30/04/2009","""BINDING MEMBERS FOR INTERLEUKIN-6""","BIOTECHNOLOGY","144","60","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","2987/KOLNP/2006","16/10/2006","THERMAL RESPONSE CORRECTION SYSTEM.","MECHANICAL","68","44","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3048/KOLNP/2010","18/08/2010","A METHOD OF CEMENTING IN A SUBTERRANEAN FORMATION","CHEMISTRY","55","20","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3127/KOLNP/2007","24/08/2007","IDENTIFICATION SYSTEM  FOR MEDICATION MANAGEMENT","CHEMISTRY","34","41","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3151/KOLNP/2008","01/08/2008","ARRAY ANTENNA ARRANGEMENT","ELECTRONICS","23","12","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3286/DELNP/2008","21/04/2008","VALVE APPARATUS FOR AN INTERNAL COMBUSTION ENGINE","MECHANICAL","101","109","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3309/KOLNP/2008","12/08/2008","UPLINK AND DOWNLINK CHANNEL CONFIGURATION METHOD IN RADIO COMMUNICATION SYSTEM","ELECTRONICS","31","20","19/04/2023"
"02/2016","08/01/2016","Delhi","CONVENTION APPLICATION","338/DEL/2005","17/02/2005","VACUUM FILTRATION APPARATUS","MECHANICAL","27","5","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3459/DELNP/2009","28/05/2009","""COMPOUNDS FOR INHIBITING MITOTIC PROGRESSION""","CHEMISTRY","40","11","19/04/2023"
"02/2016","08/01/2016","Kolkata","CONVENTION APPLICATION","351/KOL/2008","26/02/2008","MOBILE TERMINAL AND APPARATUS FOR CONTROLLING ILLUMINATION OF BACKLIGHT THEREOF","ELECTRONICS","47","24","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3577/DELNP/2009","02/06/2009","A NUTRITIONAL COMPOSITION COMPRISING A FIBRE FRACTION,A DIGESTIBLE CARBOHYDRATE FRACTION, AND A PROTEIN AND/OR LIPID FRACTION","FOOD","22","9","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3606/KOLNP/2008","03/09/2008","CONTROL DISPLAY POSITIONING SYSTEM","ELECTRONICS","17","21","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3633/DELNP/2004","18/11/2004","""AN APPARATUS FOR APPLYING A ZIPPER STRIP TO A FILM AND A METHOD THEREOF""","MECHANICAL","9","9","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3678/KOLNP/2006","07/12/2006","FUEL FILTER","MECHANICAL","13","12","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3698/KOLNP/2009","23/10/2009","3- TO 7-MEMBERED 1,3-DIAZA-4-OXO-HETEROCYCLIC DERIVATIVES CAPABLE OF RELASING ACTIVE ALDEHYDES OR KETONES","CHEMISTRY","22","12","19/04/2023"
"02/2016","08/01/2016","Delhi","DIVISIONAL PCT NATIONAL PHASE APPLICATION","3850/DELNP/2004","03/12/2004","""AN APPARATUS FOR  FILLING A CONTAINER""","MECHANICAL","35","23","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3891/KOLNP/2007","11/10/2007","FLASKLESS MOLDING METHOD","MECHANICAL","18","12","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3924/KOLNP/2008","26/09/2008","A HOLLOW FIBRE MEMBRANE MODULE WITH A FIXED STRUCTURE","MECHANICAL","10","6","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","4057/DELNP/2008","12/05/2008","ADENOVIRAL VECTOR-BASED FOOT-AND-MOUTH DISEASE VACCINE","BIOTECHNOLOGY","49","17","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4079/KOLNP/2008","08/10/2008","MEGASONIC PROCESSING APPARATUS WITH FREQUENCY SWEEPING OF THICKNESS MODE TRANSDUCERS","ELECTRICAL","22","8","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","4127/DELNP/2007","31/05/2007","""LUBRICANT AND USE OF THE LIBRICANT""","CHEMISTRY","19","16","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4416/KOLNP/2007","16/11/2007","A METHOD AND AN APPARATUS FOR PROCESSING TRAFFIC INFORMATION","ELECTRONICS","35","24","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4427/KOLNP/2007","19/11/2007","A TRIPLE POLARIZED CLOVER ANTENNA WITH DIPOLES","ELECTRICAL","26","7","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","4455/DELNP/2009","07/07/2009","""SILICA SOL MATERIAL FOR PRODUCING BIODEGRADABLE AND/OR ABSORBABLE SILICA GEL MATERIALS, ITS PRODUCTION AND USE","CHEMISTRY","32","18","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4476/KOLNP/2007","20/11/2007","SHIELDING FILM, SHIELDED PRINTED CIRCUIT BOARD, SHIELDED FLEXIBLE PRINTED CIRCUIT BOARD, METHOD OF MANUFACTURING SHIELDING FILM AND METHOD OF MANUFACTURING SHIELDED PRINTED CIRCUIT BOARD","ELECTRONICS","66","16","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4595/KOLNP/2008","12/11/2008","HYDROGEN PRODUCTION SYSTEM","CHEMISTRY","27","10","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","461/KOLNP/2007","08/02/2007","TRAILER BRAKE SYSTEM","MECHANICAL","9","5","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4831/KOLNP/2008","28/11/2008","DEVICE FOR ABSORBING NOISE","ELECTRONICS","12","9","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","4939/DELNP/2006","28/08/2006","""A HEAT EXCHANGE APPARATUS AND A METHOD FOR PRODUCING HYDROGEN""","MECHANICAL","34","49","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4974/KOLNP/2007","20/12/2007","INHIBITORS OF VEGF RECEPTOR AND HGF RECEPTOR SIGNALING","CHEMISTRY","368","44","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","5001/KOLNP/2007","24/12/2007","ANTENNA ARRANGEMENT WITH INTERLEAVED ANTENNA ELEMENTS","ELECTRICAL","29","19","19/04/2023"
"02/2016","08/01/2016","Delhi","CONVENTION APPLICATION","501/DEL/2006","24/02/2006","""METHOD FOR THE MECHANICAL CHARACTERIZATION OF A METALLIC MATERIAL""","MECHANICAL","9","5","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5061/DELNP/2009","04/08/2009","""PEPTIDES DERIVED FROM THE MAJOR ALLERGEN OF RAGWEED (AMBROSIA ARTEMISIIFOLIA) AND USES THEREOF""","BIOTECHNOLOGY","69","21","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5295/DELNP/2007","09/07/2007","""INJECTION DEVICE FOR APPORTIONING SET DOSES OF A DRUG""","MECHANICAL","31","10","19/04/2023"
"02/2016","08/01/2016","Kolkata","CONVENTION APPLICATION","550/KOL/2006","06/06/2006","A METHOD OF EFFICIENTLY REDUCING THE AMOUNT OF REPETITIVE GRAPHICAL DATA TRANSMITTED TO A REMOTE DISPLAY DEVICE, AND A SYSTEM THEREOF","COMPUTER","44","28","19/04/2023"
"02/2016","08/01/2016","Kolkata","ORDINARY APPLICATION","550/KOL/2008","19/03/2008","AN IMPROVED COMPRESSIVE AND FLEXIBLE SEAL MEANS","MECHANICAL","13","4","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5567/DELNP/2008","26/06/2008","""POTENT COMPSTATIN ANALOGS""","BIOCHEMISTRY","47","25","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5788/DELNP/2009","08/09/2009","""GLYCEROL VAPORIZATION METHOD""","CHEMISTRY","13","4","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5918/DELNP/2009","15/09/2009",""" METHOD FOR CONTROLLING EXPRESSION OF A GENE OF INTEREST IN PLANT CELL""","BIOTECHNOLOGY","101","24","19/04/2023"
"02/2016","08/01/2016","Kolkata","CONVENTION APPLICATION","622/KOL/2006","23/06/2006","METHOD AND APPARATUSS FOR TRACKING MOVEMENT OF AN OBJECT PLACED WITHIN A MOVING BODY USING IMPEDANCE MEASUREMENTS","BIOMEDICAL","34","19","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6610/DELNP/2008","30/07/2008","""A 1,2,4-THIADIAZOLE COMPOUND""","CHEMISTRY","114","41","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6617/DELNP/2006","08/11/2006",""" A BENZOTRIAZINE COMPOUNDS""","CHEMISTRY","365","29","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","707/DELNP/2007","25/01/2007","""A SUPPORT POST FOR A SAFETY FENCE ASSEMBLY""","MECHANICAL","22","21","19/04/2023"
"02/2016","08/01/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","714/KOLNP/2006","24/03/2006","TOPICAL COMPOSITION AND METHOD OF MANUFACTURING THE COMPOSITION FOR TREATING ACNE AND ROSACEA WITH GALVANIC GENERATED ELECTRICITY","ELECTRONICS","76","20","19/04/2023"
"02/2016","08/01/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7331/DELNP/2007","24/09/2007","""A CUTTING-AND CREASING-WHEEL ASSEMBLY, AND A METHOD FOR CUTTING AND CREASING A COMPRESSIBLE MATERIAL""","MECHANICAL","14","14","19/04/2023"
