PUBLICATION_NUMBER,PUBLICATION_DATE,IPO_LOCATION,APPLICATION_TYPE_DESC,APPLICATION_NUMBER,DATE_OF_FILING,TITLE_OF_INVENTION,FIELD_OF_INVENTION,NO_OF_PAGES,NO_OF_CLAIMS,DATE_UPDATED_d_m_y
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,1814/MUMNP/2013,26/09/2013,SHOPPING TROLLEY,MECHANICAL,17,9,19/04/2023
Jan-23,6/1/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,1815/KOLNP/2014,27/08/2014,PROSTHETIC CAPSULAR BAG AND METHOD OF INSERTING THE SAME,MECHANICAL,29,14,19/04/2023
Jan-23,6/1/2023,Mumbai,ORDINARY APPLICATION,1822/MUM/2012,25/06/2012,"""DRIFT FREE LED BASED COLORIMETER""",ELECTRONICS,20,14,19/04/2023
Jan-23,6/1/2023,Mumbai,CONVENTION APPLICATION,1825/MUM/2013,23/05/2013,METHOD AND APPARATUS FOR PARALLEL DEMODULATION OF HIGH SYMBOL RATE DATA STREAMS IN A COMMUNICATIONS SYSTEM,ELECTRONICS,75,29,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,1839/DELNP/2005,4/5/2005,"""INTEGRATED TELEPHONE CALL AND CONTEXT NOTIFICATION MECHANISM""",COMPUTER,23,30,19/04/2023
Jan-23,6/1/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,1840/KOLNP/2015,12/6/2015,"METHOD FOR PRODUCING AN ENGINE COMPONENT,ENGINE COMPONENT",METALLURGY,15,15,19/04/2023
Jan-23,6/1/2023,Chennai,CONVENTION APPLICATION,1867/CHE/2011,1/6/2011,"""A SWITCHING DEVICE""",ELECTRICAL,37,12,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,1868/MUMNP/2013,5/10/2013,PRESSURE GOVERNOR AND AIR DRYER,MECHANICAL,58,7,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,1890/DELNP/2015,9/3/2015,FUEL SUPPLY DEVICE,MECHANICAL,44,7,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,1907/CHENP/2015,1/4/2015,AUTO ADJUSTING CONTENT SIZE RENDERED ON A DISPLAY,ELECTRONICS,34,10,19/04/2023
Jan-23,6/1/2023,Delhi,CONVENTION APPLICATION,1910/DEL/2011,6/7/2011,DRYING AND CLASSIFYING APPARATUS AND DRYING AND CLASSIFYING METHOD FOR MATERIAL TO BE TREATED,CHEMISTRY,36,5,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,192/CHENP/2013,8/1/2013,HIGH FREQUENCY ANTENNA,ELECTRONICS,24,12,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,1928/MUMNP/2013,15/10/2013,BICYCLIC HETEROCYCLE COMPOUNDS AND THEIR USES IN THERAPY,CHEMISTRY,354,37,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,1937/CHE/2013,30/04/2013,"A WASHABLE FABRIC OR GARMENT, A COMPOSITION, PROCESSES AND KIT THEREOF",TEXTILE,21,22,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,1938/DELNP/2015,10/3/2015,"IGNITION SYSTEM FOR GENERATING AN IGNITION SPARK IN AN
INTERNAL COMBUSTION ENGINE",MECHANICAL,23,13,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,1941/DELNP/2014,13/03/2014,A CATHETER HAVING A PRESSURE ACTIVATED SPLITTABLE FEATURE,BIOTECHNOLOGY,25,20,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,200/MUMNP/2015,29/01/2015,SEALED AND THERMALLY INSULATING TANK WALL COMPRISING SPACED APART SUPPORT ELEMENTS,MECHANICAL,31,18,19/04/2023
Jan-23,6/1/2023,Delhi,CONVENTION APPLICATION,2009/DEL/2015,2/7/2015,AIR CONDUCTING APPARATUS FOR OUTGOING AIR GUIDANCE,MECHANICAL,18,8,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2013/MUMNP/2015,23/07/2015,METHOD AND APPARATUS FOR MANAGING PASSCODE,COMPUTER,27,13,19/04/2023
Jan-23,6/1/2023,Delhi,ORDINARY APPLICATION,2.01611E+11,3/3/2016,A PROCESS FOR IN-SITU CARBON COATING ON ALKALI TRANSITION METAL OXIDES,CHEMISTRY,33,5,19/04/2023
Jan-23,6/1/2023,Delhi,ORDINARY APPLICATION,2.01611E+11,21/03/2016,A Robust and Low Power Static Random Access Memory (RLP-SRAM) cell,COMMUNICATION,27,6,19/04/2023
Jan-23,6/1/2023,Delhi,ORDINARY APPLICATION,2.01611E+11,21/09/2016,NOVEL NANOCARRIER FOR EFFICIENT DRUG DELIVERY,CHEMISTRY,87,17,19/04/2023
Jan-23,6/1/2023,Delhi,ORDINARY APPLICATION,2.01611E+11,28/03/2016,"""METHODS AND SYSTEMS FOR DISENGAGING A MOBILE DEVICE HOLDER FROM A MOUNTING SURFACE""",PHYSICS,14,8,19/04/2023
Jan-23,6/1/2023,Delhi,ORDINARY APPLICATION,2.01611E+11,9/5/2016,BLAST DOOR ASSEMBLY,CIVIL,22,10,19/04/2023
Jan-23,6/1/2023,Delhi,ORDINARY APPLICATION,2.01611E+11,12/8/2016,AN HAZARDOUS ARTICLE DETECTION AND HANDLING SYSTEM,ELECTRONICS,14,5,19/04/2023
Jan-23,6/1/2023,Delhi,ORDINARY APPLICATION,2.01611E+11,17/10/2016,A PROCESS OF PREPARING HERBAL COMPOSITION EFFECTIVE FOR MANAGEMENT OF OBESITY AND ASSOCIATED DISORDERS,BIOCHEMISTRY,17,10,19/04/2023
Jan-23,6/1/2023,Delhi,CONVENTION APPLICATION,2.01614E+11,22/03/2016,NOVEL ALDEHYDE COMPOUNDS AND THEIR USE IN PERFUME COMPOSITIONS,CHEMISTRY,43,20,19/04/2023
Jan-23,6/1/2023,Delhi,CONVENTION APPLICATION,2.01614E+11,20/09/2016,POWER OVER ETHERNET METHOD AND DEVICE,ELECTRONICS,37,12,19/04/2023
Jan-23,6/1/2023,Delhi,CONVENTION APPLICATION,2.01614E+11,4/10/2016,LIGHT SOURCE DEVICE AND PROJECTION DEVICE,PHYSICS,34,12,19/04/2023
Jan-23,6/1/2023,Delhi,CONVENTION APPLICATION,2.01614E+11,11/11/2016,BATTERY SYSTEM,ELECTRICAL,34,10,19/04/2023
Jan-23,6/1/2023,Delhi,CONVENTION APPLICATION,2.01614E+11,5/12/2016,"RADIOTHERAPY METHOD, COMPUTER PROGRAM AND COMPUTER SYSTEM",ELECTRONICS,24,12,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,10/2/2016,WATER PURIFIER,MECHANICAL,53,6,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,1/3/2016,METHOD AND DEVICE FOR DISPLAYING SETTING INTERFACE OF ROUTER,ELECTRONICS,31,16,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,1/3/2016,TEMPERATURE ADJUSTMENT METHOD AND APPARATUS,MECHANICAL,23,19,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,11/4/2016,HIGHLY EFFICIENT SYNTHESIS OF LONG RNA USING REVERSE DIRECTION APPROACH,BIOTECHNOLOGY,54,13,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,10/6/2016,“FABS IN TANDEM IMMUNOGLOBULIN”,BIOTECHNOLOGY,174,57,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,10/6/2016,"COMPOSITION OF 1,5-DIMETHYL-6-THIOXO-3-(2,2,7-TRIFLUORO-3-OXO-4-(PROP-2-YNYL)-3,4-DIHYDRO-2H-BENZO[B][1,4]OXAZIN-6-YL)-1,3,5-TRIAZINANE-2,4-DIONE",CHEMISTRY,86,14,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,24/06/2016,COUPLING FEATURES FOR ULTRASONIC SURGICAL INSTRUMENT,MECHANICAL,124,20,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,14/07/2016,ENHANCED PROTEIN EXPRESSION,BIOTECHNOLOGY,40,39,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,14/07/2016,SYSTEM AND METHODS OF GRID STABILIZATION,ELECTRICAL,15,20,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,18/07/2016,AUTONOMOUS CONNECTION SWITCHING IN A WIRELESS COMMUNICATION NETWORK,COMMUNICATION,22,46,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,27/07/2016,LUGGAGE PROCESSING STATION AND SYSTEM THEREOF,MECHANICAL,25,17,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,8/8/2016,RAPID ACTING LACTOBACILLUS STRAINS AND THEIR USE TO IMPROVE AEROBIC STABILITY OF SILAGE,BIOTECHNOLOGY,27,20,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,1/9/2016,ABR VIDEO WHITE SPOT COVERAGE SYSTEM AND METHOD,COMMUNICATION,35,39,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,2/9/2016,METHOD FOR CHARGING AND DEPOSITING CHARGING MATERIAL IN SHAFT FURNACE  CHARGING MATERIAL SURFACE DETECTION DEVICE  AND METHOD FOR OPERATING SHAFT FURNACE,ELECTRONICS,22,13,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,8/9/2016,MOTION GUIDE DEVICE,MECHANICAL,17,9,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,14/09/2016,PHARMACEUTICAL COMPOSITIONS OF THERAPEUTICALLY ACTIVE COMPOUNDS,CHEMISTRY,72,39,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,20/09/2016,COILER DEVICE PROVIDED WITH CHUTE GUIDE,MECHANICAL,21,6,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,3/10/2016,CONTROL SYSTEM FOR VEHICLE,MECHANICAL,36,7,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,17/10/2016,IGF 1R ANTIBODY DRUG CONJUGATE AND ITS USE FOR THE TREATMENT OF CANCER,BIOTECHNOLOGY,192,22,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,1/11/2016,FUNCTIONALIZED SUPPORT MATERIAL AND METHODS OF MAKING AND USING FUNCTIONALIZED SUPPORT MATERIAL,CHEMISTRY,36,55,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,7/11/2016,PURIFICATION OF SECRETED POLYSACCHARIDES FROM S. AGALACTIAE,BIOCHEMISTRY,27,15,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,8/11/2016,METHOD AND SYSTEM TO OPTIMISE THE AUTHENTICATION OF RADIONAVIGATION SIGNALS,PHYSICS,21,23,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,23/11/2016,HOT ROLLED STEEL SHEET AND PRODUCTION METHOD THEREFOR,METALLURGY,30,3,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,29/11/2016,SOFT NITRIDING STEEL SHEET  METHOD FOR MANUFACTURING SAME  AND SOFT NITRIDED STEEL,METALLURGY,41,6,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,6/12/2016,CHOLIX TOXIN DERIVED FUSION MOLECULES FOR ORAL DELIVERY OF BIOLOGICALLY ACTIVE CARGO,BIOTECHNOLOGY,117,27,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,7/12/2016,FILL DEGREE CONTROL FOR A BULK MATERIAL GRIPPER OF A CRANE,MECHANICAL,19,11,19/04/2023
Jan-23,6/1/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01617E+11,21/12/2016,"WIND TURBINE ROTOR BLADE , TRAILING EDGE FOR WIND TURBINE ROTOR BLADE TIP,  METHOD FOR PRODUCING A WIND TURBINE ROTOR BLADE,  AND WIND TURBINE",MECHANICAL,17,11,19/04/2023
Jan-23,6/1/2023,Mumbai,ORDINARY APPLICATION,2.01621E+11,7/1/2016,AN IMPROVED INHALER,CHEMISTRY,32,7,19/04/2023
Jan-23,6/1/2023,Mumbai,ORDINARY APPLICATION,2.01621E+11,16/02/2016,METHOD FOR PRE-TREATMENT OF MOLTEN IRON WITH SPECIAL GRADES OF IRON ORE,METALLURGY,12,9,19/04/2023
Jan-23,6/1/2023,Mumbai,ORDINARY APPLICATION,2.01621E+11,22/04/2016,A SECONDARY AIR INJECTION SYSTEM OF AN EXHAUST GAS PURIFYING SYSTEM FOR AN IC ENGINE,CHEMISTRY,32,13,19/04/2023
Jan-23,6/1/2023,Mumbai,ORDINARY APPLICATION,2.01621E+11,25/07/2016,A CATALYTIC LIQUEFACTION (CTL) METHOD FOR PRODUCTION OF BIO-CRUDE OIL USING IONIC LIQUID CATALYST AND PREPARATION THEREOF,CHEMISTRY,34,28,19/04/2023
Jan-23,6/1/2023,Mumbai,ORDINARY APPLICATION,2.01621E+11,9/8/2016,"NANO APGS AS BIOSTIMULANT FOR AGRO-PROTECTION, PLANT GROWTH AND YIELD ENHANCEMENT",CHEMISTRY,91,19,19/04/2023
Jan-23,6/1/2023,Mumbai,ORDINARY APPLICATION,2.01621E+11,21/10/2016,PWM Scheme and Inverter Structures and methods of operating thereof,ELECTRICAL,48,16,19/04/2023
Jan-23,6/1/2023,Mumbai,ORDINARY APPLICATION,2.01621E+11,18/11/2016,ORAL / NASAL RESUSCITATOR WITH SUPERIOR VENTILATING CAPACITY,BIOMEDICAL,24,10,19/04/2023
Jan-23,6/1/2023,Mumbai,CONVENTION APPLICATION,2.01624E+11,7/10/2016,EVISCERATION APPARATUS AND A METHOD FOR EVISCERATING SUSPENDED POULTRY,MECHANICAL,24,12,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01627E+11,16/02/2016,METHOD AND APPARATUS FOR SYNCHRONIZATION CONTROL IN WIRELESS POWER TRANSMISSION SYSTEM,ELECTRONICS,45,20,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01627E+11,2/3/2016,ENHANCED MULTI SIM TUNE AWAY OPERATION,ELECTRONICS,38,30,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01627E+11,14/03/2016,METHOD AND DEVICE FOR MOUNTING FILLER TO BEAD CORE,MECHANICAL,21,3,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01627E+11,18/04/2016,EXTERNAL FIXATOR,MECHANICAL,25,9,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01627E+11,20/04/2016,METHOD FOR CENTERING A TIRE COMPONENT,MECHANICAL,51,30,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01627E+11,11/7/2016,METHOD AND APPARATUS FOR PALETTE INITIALIZATION AND MANAGEMENT,COMMUNICATION,26,20,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01627E+11,25/11/2016,SYSTEM AND METHOD FOR COMMUNICATING WIRELESS TRANSMISSIONS SPANNING BOTH LICENSED AND UN LICENSED SPECTRUM,ELECTRONICS,15,28,19/04/2023
Jan-23,6/1/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01627E+11,19/12/2016,INDEPENDENT AZIMUTH PATTERNS FOR SHARED APERTURE ARRAY ANTENNA,ELECTRICAL,11,13,19/04/2023
Jan-23,6/1/2023,Kolkata,ORDINARY APPLICATION,2.01631E+11,1/1/2016,"""A RADIO FREQUENCY BASED MATERIAL TRACKING SYSTEM TO TRACK AND STORE MATERIALS/ BOXES IN A STORAGE AREA CORRESPONDING TO RECEIVED SIGNAL STRENGTH INDICATION VALUES""",COMPUTER,14,5,19/04/2023
Jan-23,6/1/2023,Kolkata,ORDINARY APPLICATION,2.01631E+11,24/06/2016,A SIGNAL CONDITIONING SYSTEM MODULE FOR MEASURING CURRENT DENSITY IN AN ELECTROSTATIC PRECIPITATOR,PHYSICS,9,4,19/04/2023
Jan-23,6/1/2023,Kolkata,ORDINARY APPLICATION,2.01631E+11,16/12/2016,SYSTEM FOR GAUGE CONTROL OF A ROLLED PRODUCT IN A TANDEM COLD ROLLING MILL,MECHANICAL,21,6,19/04/2023
Jan-23,6/1/2023,Kolkata,ORDINARY APPLICATION,2.01631E+11,29/12/2016,AN ARRANGEMENT FOR MEASURING THICKNESS OF EXTREMELY THIN OPTICALLY TRANSLUCENT COATINGS ON ROUGH STEEL OR OTHER METALLIC SURFACES,PHYSICS,16,5,19/04/2023
Jan-23,6/1/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01637E+11,7/3/2016,RESISTIVE LIQUID LEVEL/TEMPERATURE SENSOR AND TRANSMITTER,PHYSICS,35,15,19/04/2023
Jan-23,6/1/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01637E+11,17/03/2016,VACUUM TOILET WITH ALTERNATING PINCH-VALVE CLOSURE,CIVIL,24,16,19/04/2023
Jan-23,6/1/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01637E+11,27/04/2016,BRAKE APPARATUS,MECHANICAL,19,6,19/04/2023
Jan-23,6/1/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01637E+11,27/04/2016,METHOD FOR OPERATING AN EYE TRACKING DEVICE AND EYE TRACKING DEVICE FOR PROVIDING AN ACTIVE ILLUMINATION CONTROL FOR IMPROVED EYE TRACKING ROBUSTNESS,MECHANICAL,49,29,19/04/2023
Jan-23,6/1/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01637E+11,26/05/2016,METHOD FOR OPERATING AN EYE TRACKING DEVICE AND EYE TRACKING DEVICE FOR PROVIDING AN ACTIVE POWER MANAGEMENT,COMPUTER,44,18,19/04/2023
Jan-23,6/1/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01637E+11,23/06/2016,CONFIGURATION OF NETWORK NODES,COMMUNICATION,45,26,19/04/2023
Jan-23,6/1/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01637E+11,5/9/2016,APPARATUS FOR TIGHTENING THREADED FASTENERS,MECHANICAL,21,34,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,7/1/2016,METHOD AND USER EQUIPMENT (UE) FOR DISCOVERING SERVICE IN NETWORK,COMMUNICATION,28,11,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,13/01/2016,METHOD AND AN ELECTRONIC DEVICE FOR MANAGING UPLOAD OF ONE OR MORE FILES,ELECTRONICS,34,11,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,25/01/2016,METHODS AND SYSTEMS FOR DYNAMIC COMP-LINK MAINTENANCE,ELECTRONICS,29,14,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,29/02/2016,ADAPTIVE CONTROL OF IMAGE CAPTURE PARAMETERS IN VIRTUAL REALITY CAMERAS,COMPUTER,40,44,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,28/03/2016,3D PRINTED HUMAN SKIN CONSTRUCTS,BIOMEDICAL,38,18,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,30/03/2016,METHOD AND SYSTEM FOR FACILITATING OPERATION OF AN ELECTRONIC DEVICE,ELECTRICAL,34,14,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,12/4/2016,A PROCESS OF ASCERTAINING RELIABILITY AND DETERMINING SAFE SERVICE LIFE OF HIGH RISK MEDICAL IMPLANTS LIKE ARTIFICIAL HEART VALVES USING AN ACCELERATED DURABILITY TESTING APPARATUS,BIOMEDICAL,25,2,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,17/05/2016,"""METHOD AND APPARATUS FOR FACILITATING INTERACTION WITH
VIRTUAL REALITY EQUIPMENT""",ELECTRONICS,40,14,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,1/6/2016,A SYSTEM FOR NON-MOTORIZED COMMUTING,MECHANICAL,NA,9,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,28/06/2016,A METHOD AND A SYSTEM FOR OPTIMIZING BATTERY USAGE OF AN ELECTRONIC DEVICE,COMMUNICATION,30,16,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,25/08/2016,METHOD OF SELECTIVELY MASKING CONTENT ASSOCIATED WITH APPLICATIONS PRESENT IN A USER DEVICE,ELECTRONICS,28,12,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,24/10/2016,ADD-ON SMART DEVICE FOR CHARING PORTABLE DEVICES,ELECTRICAL,18,10,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,24/11/2016,METHOD OF OPTIMIZING POWER CONSUMPTION IN A USER EQUIPMENT,COMMUNICATION,22,6,19/04/2023
Jan-23,6/1/2023,Chennai,ORDINARY APPLICATION,2.01641E+11,30/12/2016,"""AN AUTOMATIC ALIGNING SYSTEM FOR FIXING THE COLUMN POST IN SOLAR PANEL STRUCTURES AND METHOD THEREOF""",MECHANICAL,17,15,19/04/2023
Jan-23,6/1/2023,Chennai,CONVENTION APPLICATION,2.01644E+11,7/3/2016,VEHICLE LIGHTING DEVICE,ELECTRONICS,29,4,19/04/2023
Jan-23,6/1/2023,Chennai,CONVENTION APPLICATION,2.01644E+11,29/04/2016,STITCH LENGTH-ADJUSTING DEVICE FOR A SEWING MACHINE AND SEWING MACHINE WITH SUCH A STITCH LENGTH-ADJUSTING DEVICE,TEXTILE,27,13,19/04/2023
Jan-23,6/1/2023,Chennai,CONVENTION APPLICATION,2.01644E+11,27/10/2016,GEL BASED HARD SURFACE AND MULTI SURFACE CLEANER,CHEMISTRY,4,10,19/04/2023
Jan-23,6/1/2023,Chennai,CONVENTION APPLICATION,2.01644E+11,8/12/2016,COMPOSITIONS AND METHODS FOR PRODUCING STARCH WITH NOVEL FUNCTIONALITY,BIOCHEMISTRY,51,12,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,21/01/2016,DOMAIN NAME RESOLUTION METHOD BASED ON TCP PROTOCOL IN MOBILE INTERNET AND DNS SERVER,COMMUNICATION,24,19,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,27/01/2016,HAIR REMOVAL APPARATUS,MECHANICAL,23,15,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,25/02/2016,"""SOUNDING REFERENCE SIGNALS AND PROXIMITY DETECTION IN LTE""",COMMUNICATION,46,31,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,3/3/2016,DENSITY ENHANCEMENT METHODS AND COMPOSITIONS,METALLURGY,83,74,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,10/3/2016,SYSTEMS AND METHODS FOR SEPARATELY DEFINING DEPENDENCIES FOR SUB LAYER BASED INTER LAYER PREDICTION,ELECTRONICS,58,26,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,29/03/2016,"..SYSTEMS, VEHICLES, AND METHODS FOR MAINTAINING RAIL-BASED ARRAYS OF PHOTOVOLTAIC MODULES""",MECHANICAL,42,46,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,18/04/2016,ELECTROSTATIC SPRAY NOZZLE ASSEMBLY,MECHANICAL,17,19,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,25/04/2016,DUALLY DERIVATIZED CHITOSAN NANOPARTICLES AND METHODS OF MAKING AND USING THE SAME FOR GENE TRANSFER IN VIVO,BIOCHEMISTRY,79,19,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,27/04/2016,MODULATION OF A RESPONSE SIGNAL TO DISTINGUISH BETWEEN ANALYTE AND BACKGROUND SIGNALS,MECHANICAL,86,29,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,13/05/2016,METHOD AND SYSTEM FOR DETERMINING WHETHER A TERMINAL LOGGING INTO A WEBSITE IS A MOBILE TERMINAL,COMMUNICATION,50,21,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,1/6/2016,METHOD AND SYSTEM FOR SECURE TRANMISSION OF REMOTE NOTIFICATION SERVICE MESSAGES TO MOBILE DEVICES WITHOUT SECURE ELEMENTS,ELECTRONICS,47,28,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,9/8/2016,USE OF AN OMA MANAGEMENT OBJECT TO SUPPORT APPLICATIONSPECIFIC CONGESTION CONTROL IN MOBILE NETWORKS,COMMUNICATION,20,30,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,16/08/2016,STERILIZATION SYSTEM FOR A BLOW/FILL/SEAL MACHINE,MECHANICAL,6,16,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,31/08/2016,OPTIMIZED CELL ACQUISITION FOR LTE TDD SYSTEMS OR CSG/ EMBMS CAPABLE UES,ELECTRICAL,33,28,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,27/09/2016,ARMED OPTOELECTRONIC TURRET,MECHANICAL,11,13,19/04/2023
Jan-23,6/1/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01647E+11,8/10/2016,REPORTING TECHNIQUES FOR REFERENCE SIGNAL RECEIVED QUALITY (RSRQ) MEASUREMENTS,ELECTRONICS,27,27,19/04/2023
