"PUBLICATION_NUMBER","PUBLICATION_DATE","IPO_LOCATION","APPLICATION_TYPE_DESC","APPLICATION_NUMBER","DATE_OF_FILING","TITLE_OF_INVENTION","FIELD_OF_INVENTION","NO_OF_PAGES","NO_OF_CLAIMS","DATE_UPDATED_d_m_y"
"01/2018","05/01/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","3729/KOLNP/2011","09/09/2011","POLYAMIDE MEMBRANES WITH FLUOROALCOHOL FUNCTIONALITY","POLYMER","38","34","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","3730/DELNP/2010","26/05/2010","DEVICE ARRANGED FOR CONVERTING AN AC INPUT VOLTAGE TO A DC OUTPUT VOLTAGE","ELECTRICAL","18","12","19/04/2023"
"01/2018","05/01/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","3742/KOLNP/2010","07/10/2010","""METHOD AND DEVICE FOR MEASURING DISSOLVED SUBSTANCES IN HUMAN OR ANIMAL INTRAOCULAR FLUID""","MECHANICAL","35","26","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","379/CHENP/2010","20/01/2010","INSTRUMENT POWER CONTROLLER AND METHOD FOR ADAPTIVELY PROVIDING AN OUTPUT VOLTAGE AND OUTPUT CURRENT THAT TOGETHER MAINAIN A SUBSTANTIALLY CONSTANT ELECTRICAL OUTPUT POWER","ELECTRICAL","32","31","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","3809/CHENP/2008","22/07/2008","""A MAGNETIC RESONANCE (MR) IMAGING SYSTEM""","PHYSICS","30","12","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","383/DELNP/2011","18/01/2011","""SEPARATION MEDIA SLURRY TANK""","PHYSICS","12","11","19/04/2023"
"01/2018","05/01/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","386/MUMNP/2008","29/02/2008","PROCESS FOR A GRINDING ARRANGEMENT","TEXTILE","15","8","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","3906/CHENP/2010","23/06/2010","BULKHEAD STRUCTURE OF CONTAINER CARRIER USING CROSS BEAMS","MECHANICAL","16","2","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","3932/CHENP/2012","03/05/2012","NON-AQUEOUS PIGMENT DISPERSIONS USING DISPERSION SYNERGISTS","CHEMISTRY","28","10","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","3950/DELNP/2012","04/05/2012","""CEMENT COMPOSITIONS COMPRISING LATEX, POZZOLAN AND/OR CEMENT KILN DUST AND METHODS OF USE""","CHEMISTRY","24","13","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4004/DELNP/2011","27/05/2011","PROCESSING MATERIALS","POLYMER","48","34","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","405/CHENP/2011","19/01/2011","SUNSCREEN COMPOSITIONS COMPRISING BENZOTROPOLONE DERIVATIVES AND A METHOD FOR ITS PREPARATION
THEREOF","CHEMISTRY","149","35","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4064/DELNP/2008","13/05/2008","""MIRCROPOROUS POLYOLEFIN MEMBRANE, BATTERY SEPARATOR FORMED THEREBY AND BATTERY""","POLYMER","51","9","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4075/DELNP/2009","19/06/2009","METHODS AND APPARATUS FOR MULTI-VIEW INFORMATION CONVEYED IN HIGH LEVEL SYNTAX","ELECTRONICS","56","42","19/04/2023"
"01/2018","05/01/2018","Chennai","ORDINARY APPLICATION","41/CHE/2010","07/01/2010","PROCESS FOR THE PREPARATION OF PYRIMIDINE DERIVATIVES","CHEMISTRY","28","10","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4129/DELNP/2009","23/06/2009","SYSTEM AND METHOD FOR REDUCING ARTIFACTS IN IMAGES","COMPUTER","28","24","19/04/2023"
"01/2018","05/01/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4142/KOLNP/2009","30/11/2009","DYNAMIC CLI MAPPING FOR CLUSTERED SOFTWARE ENTITIES","COMPUTER","23","20","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4155/DELNP/2009","23/06/2009","""VEHICLE, VEHICLE CONTROL METHOD, AND COMPUTER-READABLE RECORDING MEDIUM BEARING PROGRAM FOR CAUSING COMPUTER TO EXECUTE THE VEHICLE CONTROL METHOD""","MECHANICAL","28","17","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4178/DELNP/2011","03/06/2011","""PYRIDINE GROUP-CONTAINING ELECTROCOAT RESIN""","CHEMISTRY","37","15","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","43/CHENP/2010","04/01/2010","OCULAR MOTOR CONTROLLER USING PRINCIPLE OF VESTIBULO-OCULAR REFLEX","ELECTRONICS","25","9","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","450/DELNP/2007","17/01/2007","""WORKING FLUIDS FOR THERMAL ENERY CONVERSION OF WASTE HEAT FROM FUEL CELLS USING RANKINE CYCLE SYSTEM""","ELECTRICAL","34","35","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4504/DELNP/2006","03/08/2006","""A PIVOTING CONNECTOR ASSEMBLY""","ELECTRICAL","28","18","19/04/2023"
"01/2018","05/01/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","451/KOLNP/2010","04/02/2010","COIL BUS FOR A TRANSFORMER AND A METHOD OF MANUFACTURING THE SAME","ELECTRICAL","18","17","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4514/CHENP/2010","19/07/2010","IMMUNOCONJUGATES TARGETING CD138 AND USES THEREOF","BIOTECHNOLOGY","97","57","19/04/2023"
"01/2018","05/01/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4552/KOLNP/2010","30/11/2010","""ENCODING DEVICE FOR DATA STORAGE MEDIA AND METHOD FOR ENCODING DATA STORAGE MEDIA""","COMPUTER","19","14","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4664/CHENP/2012","28/05/2012","METHOD FOR RECLAIMING ENERGY IN SMELTING SYSTEMS AND SMELTING SYSTEM BASED ON THERMOCOUPLES","MECHANICAL","79","30","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4685/DELNP/2010","28/06/2010","A SCRUBBER FOR REMOVING HEAVY METALS FROM GASES","MECHANICAL","33","49","19/04/2023"
"01/2018","05/01/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4756/KOLNP/2008","24/11/2008","DISC BRAKE PAD","MECHANICAL","30","4","19/04/2023"
"01/2018","05/01/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4788/KOLNP/2010","15/12/2010","""EXTENDED DEPTH OF FOCUS (EDOF) LENS TO INCREASE PSEUDO-ACCOMMODATION BY UTLIZING PUPIL DYNAMICS""","PHYSICS","44","33","19/04/2023"
"01/2018","05/01/2018","Kolkata","CONVENTION APPLICATION","48/KOL/2010","21/01/2010","MOLDING METHOD FOR EXPANDABLE POLYPROPYLENE","MECHANICAL","12","8","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4808/DELNP/2006","22/08/2006","""SULFATED OLIGOSACCHARIDE DERIVATIVES ""","CHEMISTRY","55","14","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4857/CHENP/2010","04/08/2010","METHOD AND SYSTEM FOR DETERMINING BEHAVIOR ATTRIBUTE
OF USER ACCORDING TO TRANSMISSION INFORMATION OF THE
USER","ELECTRONICS","38","26","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4918/CHENP/2008","16/09/2008","""SYSTEM AND METHOD FOR OPTICAL POSITION MEASUREMENT AND GUIDANCE OF A RIGID OR SEMI FLEXIBLE TOOL TO A TARGET""","COMPUTER","45","34","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4950/CHENP/2009","24/08/2009","""CONTROLLING ACCESS TO COMPUTER SYSTEMS AND FOR ANNOTATING MEDIA FILES""","COMPUTER","40","17","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4955/CHENP/2010","09/08/2010","METHODS AND APPARATUS FOR WIRELESS COMMUNICATIONS INCLUDING DIRECT PAGING IN COMBINATION WITH HOPPED DATA SIGNALING","ELECTRONICS","28","38","19/04/2023"
"01/2018","05/01/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4989/KOLNP/2010","27/12/2010","HALIDE-CONTAINING SILICON, METHOD FOR PRODUCING THE SAME, AND USE OF THE SAME","CHEMISTRY","15","24","19/04/2023"
"01/2018","05/01/2018","Chennai","ORDINARY APPLICATION","503/CHE/2008","28/02/2008","VARIABLE SOUND EXHAUST SYSTEM FOR A VEHICLE","MECHANICAL","28","9","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5033/DELNP/2012","07/06/2012","""AN INDUCTION HEATING SYSTEM AND A METHOD OF CONTROLLING INDUCTION HEATING""","ELECTRICAL","69","15","19/04/2023"
"01/2018","05/01/2018","Chennai","ORDINARY APPLICATION","523/CHE/2009","09/03/2009","PHASE CHANGE MATERIALS (PCMS) WITH NANOPARTICLES FOR THERMAL ENERGY STORAGE (TES) SYSTEMS","MECHANICAL","8","5","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5252/CHENP/2011","20/07/2011","AN S NS INHIBITOR COMPRISING NOVEL BICYCLIC HETEROCYCLIC  COMPOUND","CHEMISTRY","189","14","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5383/CHENP/2009","11/09/2009","HANDLING CUSTOMIZABLE DATA IN MULTI-TENANT DATA SHARING ENVIRONMENT""","COMPUTER","26","20","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5410/CHENP/2010","30/08/2010","ZEROING-OUT LLRS USING DEMOD-BITMAP TO IMPROVE PERFORMANCE OF MODEM DECODER","ELECTRONICS","29","25","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5492/DELNP/2009","26/08/2009","""VEHICLE""","MECHANICAL","57","15","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5493/CHENP/2008","13/10/2008","A METHOD AND DEVICE FOR THE BASEBAND PROCESS OF THE SPACE-TIME/SPACE-FREQUENCY /SPATIAL DIVERSITY  TRANSMITTER''''","ELECTRONICS","33","19","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5504/DELNP/2012","20/06/2012","AN IN-VITRO METHOD FOR DETECTION OF A LEVEL OF MARKER(S) - ADAMTS4 AND ADAMTS5","BIOTECHNOLOGY","30","12","19/04/2023"
"01/2018","05/01/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","554/KOLNP/2009","11/02/2009","METHODS AND MEANS FOR TREATING DNA REPEAT INSTABILITY ASSOCIATED GENETIC DISORDERS","BIOTECHNOLOGY","45","10","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5622/DELNP/2009","31/08/2009","""SHAVING RAZOR""","MECHANICAL","25","10","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5638/CHENP/2015","16/09/2015","TRISUBSTITUTED BENZOTRIAZOLE DERIVATIVES AS DIHYDROOROTATE OXYGENASE INHIBITORS","CHEMISTRY","47","17","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5654/CHENP/2008","20/10/2008","METHOD AND APPARATUS FOR LOSSLESS ENCODING OF A SOURCE SIGNAL USING A LOSSY ENCODED DATA STREAM","COMPUTER","36","15","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5675/CHENP/2010","09/09/2010","DEVICE AND METHOD FOR UNSTACKING PLATE-SHAPED PARTS","MECHANICAL","13","7","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5817/CHENP/2012","03/07/2012","NOISE  REDUCING EXTRUSION COATING COMPOSITIONS","POLYMER","16","12","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5835/CHENP/2011","11/08/2011","“ANIONIC OIL-IN-WATER EMULSIONS CONTAINING PROSTAGLANDINS AND USES THEREOF”","CHEMISTRY","19","11","19/04/2023"
"01/2018","05/01/2018","Delhi","DIVISIONAL PCT NATIONAL PHASE APPLICATION","5934/DELNP/2009","16/09/2009","""DEVICE FOR ENGAGING PROFILES OF A ZIPPER""","MECHANICAL","15","3","19/04/2023"
"01/2018","05/01/2018","Kolkata","DIVISIONAL PCT NATIONAL PHASE APPLICATION","601/KOLNP/2009","16/02/2009","A CROWN FOR AN ELECTRICAL CONNECTION DEVICE FOR AN ELECTRODE","ELECTRICAL","23","4","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6038/DELNP/2009","22/09/2009","""AN IMMEDIATE  RELEASE PHARMACEUTICAL FORMULATION CONTAINING DAPAGLIFLOZIN PROPYLENE GLYCOL HYDRATE ""","CHEMISTRY","68","23","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","635/DELNP/2004","12/03/2004","""APPARATUS FOR AUTOMATICALLY INDICATING A CHANGE IN MATERIAL WITHIN A GEMSTONE DIAMOND AND A CORRESPONDING METHOD THEREOF""","PHYSICS","16","19","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6409/CHENP/2009","29/10/2009","""SPLIT GRADIENT COIL AND HYBRID SYSTEMS USING SAME""","PHYSICS","38","37","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6473/CHENP/2010","11/10/2010","REVERSE TRANSCRIPTASE ENZYME COMPRISING A MUTATION","BIOTECHNOLOGY","451","38","19/04/2023"
"01/2018","05/01/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","651/KOLNP/2011","10/02/2011","ENHANCING THE REPRODUCTION OF MULTIPLE AUDIO CHANNELS","NA","18","17","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6565/DELNP/2012","25/07/2012","OXIDATION SYSTEM WITH SIDEDRAW SECONDARY REACTOR","CHEMISTRY","52","18","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6632/DELNP/2010","21/09/2010","""ANTENNA GASKET FOR PROCESS HOUSINGS""","ELECTRICAL","24","41","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6694/DELNP/2009","20/10/2009","PACKAGING FOR FOOD PRODUCTS, METHOD AND CORRESPONDING DEVICE","MECHANICAL","19","21","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6719/CHENP/2010","20/10/2010","“A METHOD FOR AUDIBLY DETECTING A FLUID FLOW STATE CHANGE IN A FLOW METER PIPELINE”","PHYSICS","15","20","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6736/DELNP/2010","24/09/2010","""EQUIPMENT FOR LOGGING AND TRANSMITTING MEASURED VALUES OF PHYSICAL QUANTITIES, AND MEASUREMENT SENSOR FOR SUCH EQUIPMENT""","PHYSICS","14","8","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6803/DELNP/2010","27/09/2010","""SUSPENSION SYSTEM FOR VEHICLE""","MECHANICAL","80","18","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6870/DELNP/2012","07/08/2012","CERAMIC PARTICLES AND METHODS FOR MAKING THE SAME","CHEMISTRY","27","24","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6878/CHENP/2010","26/10/2010","THERMAL INK JET INK COMPOSITION","CHEMISTRY","18","15","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","699/DELNP/2011","31/01/2011","""METHOD FOR CORRECTING SLOW ROLL BY HEATING AND QUENCHING""","ELECTRICAL","17","24","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","701/DELNP/2009","29/01/2009","""A PROCESS FOR STARTING UP A FLUIDIZED CATALYTIC REACTION APPARATUS USED FOR PRODUCING LOWER OLEFINS""","CHEMISTRY","16","6","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","7025/CHENP/2009","28/11/2009","AN APPARATUS, METHOD, COMPUTER PROGRAM AND USER INTERFACE FOR ENABLING ACCESS TO FUNTIONS","COMPUTER","31","29","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7122/DELNP/2009","04/11/2009","""A method for purification of a virus or a virus antigen""","CHEMISTRY","23","34","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","7164/CHENP/2010","04/11/2010","""IDENTITY TRACKING PROCESS AND SYSTEM""","PHYSICS","26","14","19/04/2023"
"01/2018","05/01/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","721/MUMNP/2010","12/04/2010","“RF ADAPTER FOR FIELD DEVICE”","ELECTRONICS","44","38","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7323/DELNP/2009","11/11/2009","""DEODORIZATION AND STABILIZATION OF MARINE OILS""","FOOD","27","20","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","7384/CHENP/2009","16/12/2009","METHOD FOR COORDINATING A PLURALITY OF SENSORS","ELECTRONICS","40","15","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7532/DELNP/2010","26/10/2010","BCR-COMPLEX-SPECIFIC ANTIBODIES AND METHODS OF USING SAME","BIOTECHNOLOGY","103","25","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7546/DELNP/2007","01/10/2007","""METHOD FOR USING AN ALL SOLID -STATE FLUOROMETER IN MONITORING AND CONTROLLING CHEMICALS IN WATER""","PHYSICS","14","21","19/04/2023"
"01/2018","05/01/2018","Delhi","CONVENTION APPLICATION","758/DEL/2013","15/03/2013","NEW PROCESS FOR THE SYNTHESIS OF IVABRADINE AND ADDITION SALTS THEREOF WITH A PHARMACEUTICALLY ACCEPTABLE ACID","CHEMISTRY","29","28","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","7720/CHENP/2010","30/11/2010","CODING AND BEHAVIOR WHEN RECEIVING AN IMS EMERGENCY SESSION INDICATOR FROM AUTHORIZED SOURCE","ELECTRONICS","50","30","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7725/DELNP/2007","09/10/2007","""A METHOD FOR PROVIDING LOCATION INFORMATION RELATING TO AN EMERGENCY CALL""","ELECTRONICS","14","8","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7775/DELNP/2009","30/11/2009","""MEASUREMENT AND INTERFACE MODULE AND METHOD FOR CONNECTION THEREOF""","PHYSICS","23","17","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7877/DELNP/2011","13/10/2011","""DEVICE AND METHOD FOR MEASURING SURFACE TEMPERATURE OF CAST PIECE""","PHYSICS","30","5","19/04/2023"
"01/2018","05/01/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","795/MUMNP/2009","23/04/2009","TAMPING MACHINE FOR PACKING BALLAST UNDER A TRACK","MECHANICAL","9","4","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7992/DELNP/2009","08/12/2009","“APPARATUS AND METHOD FOR DETERMINATION OF PORE STRUCTURE CHARACTERSTICS OF HYDROPHOBIC MATERIALS UNDER COMPRESSIVE STRESS”","PHYSICS","26","18","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8015/CHENP/2011","02/11/2011","A PROCESS FOR PREPARING AN ESTER OF A 
FLUOROALKANESULPHINIC ACID","ELECTRICAL","15","14","19/04/2023"
"01/2018","05/01/2018","Delhi","ORDINARY APPLICATION","802/DEL/2008","28/03/2008","""TUNGSTEN NANOPARTICLE AND ITS TARGETING TO THE LIVER""","CHEMISTRY","14","1","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8072/DELNP/2009","10/12/2009","""METHODS OF MODIFYING ANTIBODIES, AND MODIFIED ANTIBODIES WITH IMPROVED FUNCTIONAL PROPERTIES""","BIOTECHNOLOGY","161","51","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8086/DELNP/2010","16/11/2010","""MANUFACTURE OF BAGS FOR CONTAINING BIOLOGICAL SPECIMENS""","MECHANICAL","20","15","19/04/2023"
"01/2018","05/01/2018","Delhi","ORDINARY APPLICATION","810/DEL/2006","23/03/2006","""A DRILLING MACHINE AND A METHOD OF DRILLING""","MECHANICAL","14","14","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8100/CHENP/2011","04/11/2011","MANUFACTURING METHOD OF COMPOSITE MATERIAL MEMBER AND PREPREG SHEET LAMINATE","MECHANICAL","40","9","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8159/CHENP/2010","15/12/2010","METHOD FOR PRODUCING ALIPHATIC POLYESTER RESIN, AND ALIPHATIC POLYESTER RESIN COMPOSITION","POLYMER","98","20","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8169/DELNP/2008","29/09/2008","""METHOD OF ARRANGEMENT FOR AIR QUANTITY REGULATION OF A COMBUSTION SYSTEM WHICH IS OPERATED WITH SOLID FOSSIL FUELS""","MECHANICAL","17","9","19/04/2023"
"01/2018","05/01/2018","Chennai","ORDINARY APPLICATION","818/CHE/2009","08/04/2009","A METHOD OF PREPARING AN IMPLANTABLE XENOGRAFT.","CHEMISTRY","13","15","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8258/DELNP/2009","17/12/2009","""SPACER LITHOGRAPHY""","PHYSICS","18","10","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8277/DELNP/2009","17/12/2009","SYSTEM FOR PREPARING BEVERAGES BY INFUSION","MECHANICAL","41","13","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8306/DELNP/2011","25/10/2011","""METHOD OF PRODUCING 2-ALKYL-3-AMINOTHIOPHENE DERIVATIVE""","CHEMISTRY","43","32","19/04/2023"
"01/2018","05/01/2018","Mumbai","ORDINARY APPLICATION","831/MUM/2008","09/04/2008","DOOR INTERLOCKING SYSTEM FOR SWITCHING DEVICE","ELECTRICAL","27","17","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8339/CHENP/2010","21/12/2010","TONER","PHYSICS","74","11","19/04/2023"
"01/2018","05/01/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","849/MUMNP/2011","28/04/2011","“SYSTEMS, METHODS, APPARATUS, AND COMPUTER PROGRAM PRODUCTS FOR ENHANCED ACTIVE NOISE CANCELLATION”","ELECTRONICS","65","48","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","855/DELNP/2009","05/02/2009","""STORAGE RACK""","MECHANICAL","14","7","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8603/DELNP/2010","03/12/2010","""FUNCTIONALIZED HIGH VINYL TERMINATED PROPYLENE BASED OLIGOMERS""","POLYMER","63","25","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","868/DELNP/2012","31/01/2012","""ELECTRICAL CHARGING DEVICE""","ELECTRICAL","29","18","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","872/DELNP/2010","09/02/2010","""METHOD OF IDENTIFYING A MELOIDOGYNE INCOGNITA RESISTANCE ALLELE IN A SOYBEAN PLANT""","BIOTECHNOLOGY","63","29","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","884/DELNP/2011","04/02/2011","METHOD FOR MANUFACTURING FLUOROPOLYMERS","POLYMER","42","17","19/04/2023"
"01/2018","05/01/2018","Chennai","ORDINARY APPLICATION","887/CHE/2008","09/04/2008","""HEAVY DUTY RHEOMETER""","PHYSICS","17","10","19/04/2023"
"01/2018","05/01/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8929/CHENP/2012","17/10/2012","“CATHODE STRUCTURE, ALUMINUM ELECTROLYTIC CELL AND PROCESS FOR REDUCING HORIZONTAL ELECTRIC CURRENT IN LIQUID ALUMINUM”","CHEMISTRY","16","15","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8940/DELNP/2012","15/10/2012","DELIVERY PARTICLES","CHEMISTRY","117","28","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8958/DELNP/2008","23/10/2008","“RADIO FREQUENCY IDENTIFICATION DEVICE SUPPORT AND ITS MANUFACTURING METHOD”","ELECTRONICS","23","17","19/04/2023"
"01/2018","05/01/2018","Chennai","ORDINARY APPLICATION","905/CHE/2004","09/09/2004","ELECTRICAL ENERGY MANAGEMENT SYSTEM FOR TWO AND THREE WHEELERS","ELECTRICAL","4","2","19/04/2023"
"01/2018","05/01/2018","Delhi","PCT NATIONAL PHASE APPLICATION","9075/DELNP/2007","26/11/2007","""INJECTION MOLDED PREFORM, STRETCH BLOW MOLDED CONTAINER AND METHOD FOR REDUCING THE CYCLE TIME FOR MAKING IT""","MECHANICAL","34","19","19/04/2023"
"01/2018","05/01/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","912/MUMNP/2010","04/05/2010","NETWORKS HAVING MULTIPLE PATHS BETWEEN NODES AND NODES FOR SUCH A NETWORK","ELECTRONICS","17","19","19/04/2023"
